sku,Standard_Dev,Variability
1039.0,4.841487374764082,0.24501454325729158
1087.0,251.9982605760074,2.1006857333778544
1088.0,337.928212297622,1.766298412594721
1095.0,837.736917733326,1.1285387942306901
1917.0,2743.6434638390365,0.10982024060478775
1938.0,9730.100077080402,0.626637424558293
1939.0,224.8843184098586,0.8146801855160795
9199.0,21.54630672141593,1.2734223830624072
9305.0,214.70520875532267,0.7748852633005727
10091.0,4630.275559474475,0.09322910200699389
10869.0,6229.967263958937,0.4204358021497635
11426.0,38.58756276314948,1.0429071017067426
11921.0,200.96706197782763,0.5030716480870823
12042.0,0.2,5.0
12225.0,2077.155416268444,0.1518717073481136
13887.0,2848.0702636463634,0.4168306233639455
14427.0,93.13364948645932,0.6156375560976951
14428.0,2163.3171696879467,0.6240674025778158
14989.0,4158.65275580125,0.3323221465217334
15001.0,126.9382658355365,0.507022950293723
50003.0,5007.312320663318,0.38336367594761694
50025.0,1507.620945949832,0.529324115564157
53568.0,39.41712825663483,0.2198634998696722
54110.0,843.3843765844057,0.9508708133223659
54137.0,2201.6916094978724,1.0250533593580051
54667.0,392.73582299895514,0.25761277188817144
55973.0,2710.9901801125484,0.35458916427472437
55974.0,478.737663026422,0.433639187523933
55975.0,61.01824863650764,0.5337495507042307
55976.0,52.26046944552514,0.23685854534773904
56395.0,19.6771441017237,0.6195574339333659
57095.0,14318.58275959368,0.930870967967177
58536.0,360.4621709232006,0.40715466828175184
58537.0,157.7274231070805,0.19008800509434115
60633.0,124.4906689943735,0.6820659050754629
62239.0,770.2812083908058,0.65546921984309
62240.0,156.81296715089178,0.5144107307141182
63295.0,346.8197754838479,0.8237216784244914
63296.0,125.56571984423137,0.3741529196788777
63334.0,533.5739623832233,0.5637694543586738
64458.0,959.319538353445,0.5431176334715369
64819.0,106.20009416191682,0.6164389027276342
64820.0,27.388683794589326,0.9392552741628712
65031.0,94.8028304781385,0.32569338490496946
65032.0,14475.228746954801,0.4401788526202559
65033.0,5284.45370465734,0.9637957790422217
65232.0,40.8545387115475,0.8250108786661449
65340.0,142.78728935027797,0.2374722082062899
65917.0,1685.3911840677622,0.9709145701706121
66139.0,38.58959272480945,0.6090529154799471
66390.0,999.1949209238406,0.2668533263158031
66650.0,1122.349888997782,0.09323577550954514
67048.0,8.786922100485471,1.0076745528079667
67049.0,35.7035012288711,0.6194222975168476
67285.0,32.7766685311366,0.7932397998822991
68104.0,1504.2132971534768,0.6981144750744783
68327.0,6134.37322606529,0.25064120145461477
68328.0,14464.43660903067,0.2622231115036524
68348.0,134.9005436114573,1.994390059305992
68349.0,172.4441165518073,3.604601098490955
100903.0,10.324243313676792,0.7090826451701093
100908.0,9.898989847454134,1.1457164175294137
101202.0,498.8209197698107,0.23689303207031018
102117.0,5.81606969238391,0.8214787701107217
103602.0,11331.844857450764,0.3545416131379541
103642.0,26.579942312453074,0.5415636167981475
103808.0,437.5898688650519,0.2505782839714668
104778.0,117.56263578762317,0.6023910421583478
105803.0,0.0,0.0
106412.0,109.57070776443858,1.2223416751945402
106413.0,41.256635829888026,0.9621416937940304
107591.0,15.88836051957533,1.245169319715935
108437.0,41.86593683015665,0.4629139410676321
110180.0,178.62675186969193,0.9394344576167118
110484.0,70.66695254373278,0.8646679399121918
110487.0,1597.564870404803,0.6497687921928429
110605.0,181.32565296791964,1.3489819191661723
110606.0,39.80771967162332,1.7800199853164898
110620.0,403.8945957108667,0.7749320715864672
110790.0,18.34393632784414,0.6325495285463497
110944.0,415.8345357364046,1.6300134240538506
111256.0,157.43437786370973,1.4215293712298847
111278.0,18.83923211457056,0.9303324501022499
111384.0,,0.0
111500.0,,0.0
111546.0,,0.0
200231.0,331.2326725027791,0.4907150703744876
